Manufacturer_Name,Approved_MFG_Location,Location Status,Usage Status,Quality Agreement,Current Audit Document,Approval Document/Reference#,Quality Due Date,Function,Quality Risk,Description of Goods/Services,Material Group,Amgen site,Supplier ID,Billing Vendor ID,Managed by,Subcategory,Billing Vendor Name,Billing Vendor Address,Last Changed By,Created on,Description
TOPA VERPAKKING,"DRONTEN, NL",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400; Process Support; Secondary Pkg Comp,Global,100008176,N/A,ES DIST PKG,,N/A,N/A,JWALL01,10/17/2019,Secondary Pkg Comp; Process Support; Distribution Materia
TOPA VERPAKKING,"LELYSTAD, NL",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400; Process Support; Secondary Pkg Comp,Global,100008176,N/A,ES SECONDARY PACK,,N/A,N/A,GTORRE05,4/6/2022,Secondary Pkg Comp; Process Support; Distribution Materia
REYNDERS PHARMACEUTICAL LABELS,"BOECHOUT, BE",APPROVED,Acceptable,QAGR-400807,58736,RPT-543013,11/15/2022,Supplier Quality Management,High,N/A,Auxiliary Pkg Comp; GM0400; GMP Services; Primary Pkg Comp; Process Support; Secondary Pkg Comp,Global,100008581,N/A,ES SECONDARY PACK,"LABEL, GVLBL, DSTMT",N/A,N/A,FPELLOT,3/9/2022,Secondary Pkg Comp; Process Support; Primary Pkg Comp; GMP Services; Distribution Materia; Auxiliary Pkg Comp
RONDO AG DRUCK UND VERPACKUNG,"ALLSCHWILL, CH",APPROVED,Acceptable,QAGR-400805,60756,RPT-547317,08/30/2022,Supplier Quality Management,Medium,N/A,GM0900,Global,100008612,N/A,ES SECONDARY PACK,"LABEL, CRTN",N/A,N/A,FPELLOT,4/8/2022,Secondary Pkg Comp
LAMINAR MEDICA LTD,"HERTFORDSHIRE, GB",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100010341,N/A,ES DIST PKG,,N/A,N/A,JWALL01,10/17/2019,Distribution Materia
LAMINAR MEDICA LTD,"VODNANY, CZ",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100010341,N/A,ES DIST PKG,,N/A,N/A,JWALL01,10/17/2019,Distribution Materia
SCHREINER GROUP GMBH & COMPANY KG,"OBERSCHLEISSHEIM, DE",APPROVED,Acceptable,QAGR-402226,51940,RPT-536751,04/30/2022,Supplier Quality Management,High,N/A,GM0900; Process Support,Global,100010462,N/A,ES SECONDARY PACK,"LFLET, LABEL, CCLAB",N/A,N/A,GTORRE05,9/7/2021,Secondary Pkg Comp; Process Support
DOBBER HEALTHCARE LEAFLETS BV,"UITGEEST, NL",APPROVED,Acceptable,QAGR-400808,58513,RPT-536874,9/12/2022,Supplier Quality Management,High,N/A,GM0900,Global,100010559,N/A,ES SECONDARY PACK,"LFLET, LABEL, CRTN",N/A,N/A,FPELLOT,11/23/2021,Secondary Pkg Comp
PANHUIJSEN VERPAKKINGEN BV,N/A,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100011632,N/A,ES DIST PKG,,N/A,N/A,CJULARBA,03/20/2020,Distribution Materia
AMGEN S R L,"MILAN, IT",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0900; Resin,Global,100012031,N/A,ES SECONDARY PACK,,N/A,N/A,JWALL01,10/17/2019,Secondary Pkg Comp; Resin
SCANDINAVIAN HEALTH LIMITED,"TAOYUAN, TW",APPROVED,Acceptable,QAGR-400742,58820,RPT-536782,05/22/2022,Supplier Quality Management,High,N/A,GM0300,Global,100016594,N/A,ES DEVICE,,N/A,N/A,NMARINOS,07/30/2021,Devices
NELIPAK CORP NELIPAK BV,"GALWAY, IE",APPROVED,Acceptable,QAGR-401631,52567,RPT-546374,04/30/2022,Supplier Quality Management,High,N/A,GM0900; Process Support,Global,100020262,N/A,ES SECONDARY PACK,,N/A,N/A,NMARINOS,04/16/2021,Secondary Pkg Comp; Process Support
NELIPAK CORP NELIPAK BV,"VENRAY, NL",APPROVED,Acceptable,QAGR-401631,52283,RPT-546374,04/30/2022,Supplier Quality Management,High,N/A,GM0900; Process Support,Global,100020262,N/A,ES SECONDARY PACK,,N/A,N/A,NMARINOS,04/16/2021,Secondary Pkg Comp; Process Support
SMURFIT KAPPA - CONNAUGHT PACKAGING,N/A,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100021468,N/A,ES DIST PKG,,N/A,N/A,NMARINOS,03/31/2021,Distribution Materia
SENSITECH EMEA B.V.,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100021808,N/A,ES DIST PKG,,N/A,N/A,JWALL01,10/17/2019,Distribution Materia
DS SMITH PACKAGING NEDERLAND SCA PACKAGING EERBEEK,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400; Process Support; Secondary Pkg Comp,Global,100022996,N/A,ES DIST PKG,DSTMT,N/A,N/A,JWALL01,10/17/2019,Secondary Pkg Comp; Process Support; Distribution Materia
BECTON DICKINSON FRANCE SA,"CANAAN, CT, US",APPROVED,Acceptable,QAGR-402473,68587,RPT-536833,10/30/2022,Supplier Quality Management,High,N/A,GM0300,Global,100024440,N/A,ES PRIMARYCONTAINR,,N/A,N/A,FPELLOT,4/8/2022,Devices
BECTON DICKINSON FRANCE SA,"SINGAPORE, SG",APPROVED,Acceptable,QAGR-402473,68585,RPT-536833,10/30/2022,Supplier Quality Management,High,N/A,GM0300,Global,100024440,N/A,ES PRIMARYCONTAINR,,N/A,N/A,GTORRE05,12/23/2021,Devices
AMCOR FLEXIBLES TRANSPAC BVBA,"GENT, BE",APPROVED,Acceptable,QAGR-400804,38942,RPT-535665,05/31/2022,Supplier Quality Management,High,N/A,GM0900,Global,100025075,N/A,ES SECONDARY PACK,"TWEB, LABEL",N/A,N/A,NMARINOS,7/2/2021,Secondary Pkg Comp
LAMINAR MEDICA (CE) S.R.O.,"HERTFORDSHIRE, GB",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100025478,N/A,ES DIST PKG,,N/A,N/A,JWALL01,10/17/2019,Distribution Materia
LAMINAR MEDICA (CE) S.R.O.,"VODNANY, CZ",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100025478,N/A,ES DIST PKG,,N/A,N/A,JWALL01,10/17/2019,Distribution Materia
FISHER BIOPHARMA SERVICES INDIA PRIVATE LTD,"AHMEDABAD, GUJARAT, IN",APPROVED,Acceptable,QAGR-401039,N/A PER SOP-418436,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,,Global,100034297,N/A,ES NAMPS,,N/A,N/A,JWALL01,10/17/2019,
ZETES B.V.,"DE BILT, NETHERLANDS",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM1400,Global,100035336,N/A,ES PSM,,N/A,N/A,JWALL01,10/17/2019,Process Support
SONOCO PROTECTIVE SOLUTIONS INC  DBA TEGRANT CORPORATION,N/A,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400; Process Support,Global,100035991,N/A,ES DIST PKG,,N/A,N/A,NMARINOS,11/23/2020,Process Support; Distribution Materia
IV LABS INC DBA INORGANIC VENTURES INC,"CHRISTIANSBURG, VA, US",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0100; Process Support,Global,100039306,N/A,ES PSM,,N/A,N/A,JWALL01,10/17/2019,Process Support; GMP Chemicals
CCL PUERTO RICO INC,"SABANA GRANDE,PR",APPROVED,Acceptable,QAGR-400728,49043,RPT-534471,4/1/2023,Supplier Quality Management,Medium,N/A,GM0900,Global,100039457,N/A,ES SECONDARY PACK,"LFLET, LABEL, CCLAB",N/A,N/A,NMARINOS,03/18/2021,Secondary Pkg Comp
ASHLAND SPECIALTY INGREDIENTS G P DBA AQUALON CO,"AVRILLÉ, FR",APPROVED,Acceptable,QAGR-400797,56085,RPT-547665,10/14/2022,Supplier Quality Management,High,N/A,GM0100,Global,100039659,N/A,ES EXCPT,,N/A,N/A,NMARINOS,10/15/2021,GMP Chemicals
ASHLAND SPECIALTY INGREDIENTS G P DBA AQUALON CO,"CALVERT CITY, KY, US",PROVISIONL,Acceptable with additional oversight,QAGR-400797,60754,RPT-547665,10/14/2022,Supplier Quality Management,High,N/A,GM0100,Global,100039659,N/A,ES EXCPT,,N/A,N/A,FPELLOT,4/8/2022,GMP Chemicals
ASHLAND SPECIALTY INGREDIENTS G P DBA AQUALON CO,"HOPEWELL, VA, US",PROVISIONL,Acceptable with additional oversight,QAGR-400797,67240,RPT-547665,10/14/2022,Supplier Quality Management,High,N/A,GM0100,Global,100039659,N/A,ES EXCPT,,N/A,N/A,GTORRE05,11/23/2021,GMP Chemicals
ASHLAND SPECIALTY INGREDIENTS G P DBA AQUALON CO,"TEXAS CITY, TX, US",PROVISIONL,Acceptable with additional oversight,QAGR-400797,67554,RPT-547665,10/14/2022,Supplier Quality Management,High,N/A,GM0100,Global,100039659,N/A,ES EXCPT,,N/A,N/A,GTORRE05,11/23/2021,GMP Chemicals
STERI TECH CORP,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM1400,Global,100039721,N/A,ES PSM,,N/A,N/A,JWALL01,10/17/2019,Process Support
RELIABLE SAFETY SOLUTIONS INC  DBA RELIABLE SAFETY PRODUCTS,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,,Global,100039789,N/A,ES PSM,,N/A,N/A,JWALL01,10/17/2019,
VCI INC CARIBBEAN SCIENTIFIC VCI INC DBA CARIBBEAN SCIENTIFIC,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,,Global,100039795,N/A,ES PSM,,N/A,N/A,JWALL01,10/17/2019,
HONEYWELL,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM1400,Global,100039807,N/A,ES PSM,,N/A,N/A,CJULARBA,10/1/2020,Process Support
VWR SCIENTIFIC PRODUCTS,"MANATI, PR",APPROVED,Acceptable,QAGR-402098,31829,NOT REQUIRED,12/31/9999,Supplier Quality Management,High,N/A,GM0200; Non-critcal Chemical; Process Support,Global,100039826,N/A,ES MCE,,N/A,N/A,GTORRE05,9/8/2021,Process Support; Non-critcal Chemical; Containers
VWR SCIENTIFIC PRODUCTS,"SUWANNEE, GA, US",APPROVED,Acceptable,QAGR-402098,N/A PER SOP-429645,NOT REQUIRED,12/31/9999,Supplier Quality Management,Low,N/A,GM0200; Non-critcal Chemical; Process Support,Global,100039826,N/A,ES MCE,,N/A,N/A,FCOLLETT,07/29/2020,Process Support; Non-critcal Chemical; Containers
INSECO,"SAN JUAN, PR",APPROVED,Acceptable,QAGR-400946,27744,DISTRIBUTOR FOR PALL CORP,12/31/9999,Supplier Quality Management,High,N/A,,Global,100039827,N/A,ES SURF,,N/A,N/A,NMARINOS,07/27/2020,
ISLA LAB PRODUCTS CORP,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,,Global,100039858,N/A,ES PSM,,N/A,N/A,JWALL01,10/16/2019,
JOHNNY RULLAN & CO INC,"SAN JUAN, PR",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100039866,N/A,ES DIST PKG,,N/A,N/A,JWALL01,10/17/2019,Distribution Materia
MITEL DISTRIBUTING CORP,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,,Global,100039885,N/A,ES PSM,,N/A,N/A,JWALL01,10/16/2019,
SACHS CHEMICAL INC,"CAGUAS, PR",APPROVED,Acceptable,QAGR-402105,N/A PER SOP-429645,DISTRIBUTOR FOR GREENFIELD GLOBAL USA IN,12/31/9999,Supplier Quality Management,Low,N/A,,Global,100039886,N/A,ES MCE,,N/A,N/A,FCOLLETT,07/29/2020,
FISHER SCIENTIFIC CO,"FAIR LAWN, NJ, US",APPROVED,Acceptable,QAGR-400731,N/A PER SOP-429645,DISTRIBUTOR FOR MULTIPLE SUPPLIERS.,12/31/9999,Supplier Quality Management,Low,N/A,GM1400,Global,100039889,N/A,ES MCE,,N/A,N/A,FCOLLETT,07/29/2020,Process Support
ULINE SHIPPING SUPPLY SPEC,N/A,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100039988,N/A,ES DIST PKG,,N/A,N/A,CJULARBA,03/20/2020,Distribution Materia
PHARMACEUTICAL SERVICES & INSTITUTE,"CAGUAS, PR",APPROVED,Acceptable,QAGR-401000,N/A PER SOP-429645,DISTRIBUTOR FOR PARKER HANNIFIN CORP,12/31/9999,Supplier Quality Management,Low,N/A,,Global,100040141,N/A,ES SURF,,N/A,N/A,FCOLLETT,07/28/2020,
VWR INTL INC,"AURORA, CO, US",APPROVED,Acceptable,QAGR-402098,N/A PER SOP-429645,DISTRIBUTOR FOR MULTIPLE SUPPLIERS,12/31/9999,Supplier Quality Management,Low,N/A,GM0100; Process Support,Global,100040526,N/A,ES MCE,,N/A,N/A,FCOLLETT,8/4/2020,Process Support; GMP Chemicals
VWR INTL INC,"BRIDGEPORT, NJ, US",APPROVED,Acceptable,QAGR-402098,N/A PER SOP-429645,DISTRIBUTOR FOR MULTIPLE SUPPLIERS,12/31/9999,Supplier Quality Management,Low,N/A,GM0100; Process Support,Global,100040526,N/A,ES MCE,,N/A,N/A,FCOLLETT,8/4/2020,Process Support; GMP Chemicals
VWR INTL INC,"MANATI, PR",APPROVED,Acceptable,QAGR-402098,N/A PER SOP-429645,DISTRIBUTOR FOR MULTIPLE SUPPLIERS,12/31/9999,Supplier Quality Management,Low,N/A,GM0100; Process Support,Global,100040526,N/A,ES MCE,,N/A,N/A,FCOLLETT,07/29/2020,Process Support; GMP Chemicals
VWR INTL INC,"MISSOURI CITY, TX, US",APPROVED,Acceptable,QAGR-402098,N/A PER SOP-429645,DISTRIBUTOR FOR MULTIPLE SUPPLIERS,12/31/9999,Supplier Quality Management,Low,N/A,GM0100; Process Support,Global,100040526,N/A,ES MCE,,N/A,N/A,FCOLLETT,07/29/2020,Process Support; GMP Chemicals
VWR INTL INC,"SUWANNEE, GA, US",APPROVED,Acceptable,QAGR-402098,N/A PER SOP-429645,DISTRIBUTOR FOR MULTIPLE SUPPLIERS,12/31/9999,Supplier Quality Management,Low,N/A,GM0100; Process Support,Global,100040526,N/A,ES MCE,,N/A,N/A,FCOLLETT,07/29/2020,Process Support; GMP Chemicals
VWR INTL INC,"VISALIA, CA, US",APPROVED,Acceptable,QAGR-402098,N/A PER SOP-429645,DISTRIBUTOR FOR MULTIPLE SUPPLIERS,12/31/9999,Supplier Quality Management,Low,N/A,GM0100; Process Support,Global,100040526,N/A,ES MCE,,N/A,N/A,FCOLLETT,07/29/2020,Process Support; GMP Chemicals
COLD CHAIN TECHNOLOGIES INC,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100040605,N/A,ES DIST PKG,,N/A,N/A,JWALL01,10/17/2019,Distribution Materia
"IMCD PUERTO RICO, INC.","CIDRA, US",APPROVED,Acceptable,QAGR-400971,42160,DISTRIBUTOR FOR MULTIPLE SUPPLIERS.,12/31/9999,Supplier Quality Management,High,N/A,,Global,100040791,N/A,ES MCE,,N/A,N/A,CJULARBA,06/23/2021,
RAC ENTERPRISES INC,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM1400,Global,100040821,N/A,ES PSM,,N/A,N/A,JWALL01,10/16/2019,Process Support
CONSTANTIA HUECK FOILS LLC,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0400,Global,100041054,N/A,ES DIST PKG,,N/A,N/A,JWALL01,10/17/2019,Distribution Materia
AJINOMOTO HEALTH & NUTRITION NORTH AMERICA INC,"KAWASAKI, JP",APPROVED,Acceptable,QAGR-402129,73372,RPT-541478,07/15/2022,Supplier Quality Management,High,N/A,GM0100,Global,100041126,N/A,ES EXCPT,,N/A,N/A,NMARINOS,12/16/2021,GMP Chemicals
AJINOMOTO HEALTH & NUTRITION NORTH AMERICA INC,"KYUSHU, SAGA, JP",APPROVED,Acceptable,QAGR-402129,60545,RPT-541478,07/15/2022,Supplier Quality Management,High,N/A,GM0100,Global,100041126,N/A,ES EXCPT,,N/A,N/A,NMARINOS,11/23/2021,GMP Chemicals
AJINOMOTO HEALTH & NUTRITION NORTH AMERICA INC,"RALEIGH, NC, US",APPROVED,Acceptable,QAGR-402129,59990,RPT-541478,07/15/2022,Supplier Quality Management,High,N/A,GM0100,Global,100041126,N/A,ES EXCPT,,N/A,N/A,NMARINOS,10/5/2021,GMP Chemicals
STERITEC PRODUCTS INC,N/A,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0100; Process Support,Global,100042398,N/A,ES PSM,,N/A,N/A,NMARINOS,10/11/2021,Process Support; GMP Chemicals
BROADLEY JAMES CORP,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM1300; Process Support,Global,100042707,N/A,ES PSM,,N/A,N/A,JWALL01,10/17/2019,Process Support; Non-critcal Chemical
BELLCO GLASS INC,"VINELAND, NJ, US",APPROVED,Acceptable,QAGR-402108,59061,RPT-540399,06/15/2022,Supplier Quality Management,High,N/A,Containers; GM0100; Primary Pkg Comp; Process Support,Global,100042909,N/A,ES SURF,,N/A,N/A,NMARINOS,06/29/2021,Process Support; Primary Pkg Comp; GMP Chemicals; Containers
MESSER GAS PUERTO RICO INC,"CATAÑO, PR",PROVISIONL,Acceptable with additional oversight,QAGR-400801,44177,RPT-547787,04/30/2022,Supplier Quality Management,High,N/A,GM0100,Global,100043013,N/A,ES MCE,,N/A,N/A,NMARINOS,05/14/2021,GMP Chemicals
RAININ INSTRUMENT LLC,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM1400,Global,100043024,N/A,ES PSM,,N/A,N/A,JWALL01,10/16/2019,Process Support
WEST PHARMACEUTICALS SERVICES INC,"SCOTTSDALE, AZ, US",PROVISIONL,Acceptable with additional oversight,"QAGR-400786, QAGR-401591",66435,RPT-534320,2/1/2023,Supplier Quality Management,High,N/A,GM0300; Primary Pkg Comp,Global,100043557,N/A,ES PRIMARYCONTAINR,,N/A,N/A,GTORRE05,01/31/2022,Primary Pkg Comp; Devices
RADIOMETER AMERICA INC,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0100; Non-critcal Chemical; Process Support,Global,100043641,N/A,ES PSM,,N/A,N/A,JWALL01,10/16/2019,Process Support; Non-critcal Chemical; GMP Chemicals
BEL ART PRODUCTS,N/A,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0200; Primary Pkg Comp; Process Support,Global,100043770,N/A,ES PSM,,N/A,N/A,CJULARBA,12/2/2020,Process Support; Primary Pkg Comp; Containers
BEL ART PRODUCTS,"POCOMOKE CITY, MD, US",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0200; Primary Pkg Comp; Process Support,Global,100043770,N/A,ES PSM,,N/A,N/A,CJULARBA,12/2/2020,Process Support; Primary Pkg Comp; Containers
BEL ART PRODUCTS,"WAYNE, NJ, US",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0200; Primary Pkg Comp; Process Support,Global,100043770,N/A,ES PSM,,N/A,N/A,CJULARBA,12/2/2020,Process Support; Primary Pkg Comp; Containers
MESA LABORATORIES INC,"BOZEMAN, MT, US",APPROVED,Acceptable,QAGR-402030,42883,RPT-545594,07/15/2022,Supplier Quality Management,High,N/A,GM0100; Process Support,Global,100044178,N/A,ES MCE,,N/A,N/A,FPELLOT,4/8/2022,Process Support; GMP Chemicals
UNIVAR USA INC,"CHICAGO HEIGHTS, IL, US",APPROVED,Acceptable,QAGR-400980,59406,RPT-540721,05/31/2022,Supplier Quality Management,High,N/A,GM0100,Global,100044470,N/A,ES EXCPT,,N/A,N/A,GTORRE05,01/24/2022,GMP Chemicals
UNIVAR USA INC,"PROVIDENCE, RI, US",APPROVED,Acceptable,QAGR-400980,48244,RPT-540721,05/31/2022,Supplier Quality Management,High,N/A,GM0100,Global,100044470,N/A,ES MCE,,N/A,N/A,NMARINOS,7/2/2021,GMP Chemicals
SAFC BIOSCIENCES INC,"CLEVELAND, OH, US",APPROVED,Acceptable,QAGR-400772,33146,RPT-533844,09/30/2022,Supplier Quality Management,High,N/A,GM0100; Serum/Media,Global,100044499,N/A,ES MCE,,N/A,N/A,NMARINOS,11/2/2021,Serum/Media; GMP Chemicals
SAFC BIOSCIENCES INC,"LENEXA, KS, US",APPROVED,Acceptable,QAGR-400772,56010,RPT-533844,09/30/2022,Supplier Quality Management,High,N/A,GM0100; Serum/Media,Global,100044499,N/A,ES MCE,,N/A,N/A,NMARINOS,11/2/2021,Serum/Media; GMP Chemicals
SAFC BIOSCIENCES INC,"SINKING SPRING, PA, US",APPROVED,Acceptable,QAGR-400772,43277,RPT-533844,09/30/2022,Supplier Quality Management,High,N/A,GM0100; Serum/Media,Global,100044499,N/A,ES MCE,,N/A,N/A,NMARINOS,11/2/2021,Serum/Media; GMP Chemicals
SAFC BIOSCIENCES INC,"ST LOUIS, MO, US",APPROVED,Acceptable,QAGR-400772,63779,RPT-533844,09/30/2022,Supplier Quality Management,High,N/A,GM0100; Serum/Media,Global,100044499,N/A,ES MCE,,N/A,N/A,NMARINOS,12/10/2021,Serum/Media; GMP Chemicals
WATSON MARLOW INC,"FALMOUTH, CORNWALL, GB",APPROVED,Acceptable,QAGR-402221,58886,RPT-541520,05/31/2022,Supplier Quality Management,High,N/A,GM0200; Primary Pkg Comp; Tubing,Global,100044834,N/A,ES SURF,,N/A,N/A,NMARINOS,06/15/2021,Tubing; Primary Pkg Comp; Containers
WATSON MARLOW INC,"RINGSTED, DK",APPROVED,Acceptable,QAGR-402221,59100,RPT-541520,05/31/2022,Supplier Quality Management,High,N/A,GM0200; Primary Pkg Comp; Tubing,Global,100044834,N/A,ES SURF,,N/A,N/A,NMARINOS,06/15/2021,Tubing; Primary Pkg Comp; Containers
YSI INC,"YELLOW SPRINGS, OH, US",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0100; Non-critcal Chemical; Process Support,Global,100045321,N/A,ES PSM,,N/A,N/A,JWALL01,10/17/2019,Process Support; Non-critcal Chemical; GMP Chemicals
GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,"CARDIFF, WALES, GB",APPROVED,Acceptable,QAGR-400749,59989,RPT-534364,11/30/2022,Supplier Quality Management,High,N/A,Filter; GM0200; Primary Pkg Comp; Process Support; Resin,Global,100045393,N/A,ES SURF,,N/A,N/A,NMARINOS,12/7/2021,Resin; Process Support; Primary Pkg Comp; Filter; Containers
GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,"MARLBOROUGH, MA, US",APPROVED,Acceptable,QAGR-400749,72401,ON BOARDING/TR520519/RPT-534364,11/30/2022,Supplier Quality Management,High,N/A,Filter; GM0200; Primary Pkg Comp; Process Support; Resin,Global,100045393,N/A,ES SURF,,N/A,N/A,GTORRE05,02/16/2022,Resin; Process Support; Primary Pkg Comp; Filter; Containers
GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,"UPPSALA, SE",APPROVED,Acceptable,QAGR-400749,60338,RPT-534364,11/30/2022,Supplier Quality Management,High,N/A,Filter; GM0200; Primary Pkg Comp; Process Support; Resin,Global,100045393,N/A,ES SURF,,N/A,N/A,NMARINOS,12/7/2021,Resin; Process Support; Primary Pkg Comp; Filter; Containers
GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,"WESTBOROUGH, MA, US",APPROVED,Acceptable,QAGR-400749,62099,RPT-534364,11/30/2022,Supplier Quality Management,High,N/A,Filter; GM0200; Primary Pkg Comp; Process Support; Resin,Global,100045393,N/A,ES SURF,,N/A,N/A,NMARINOS,12/7/2021,Resin; Process Support; Primary Pkg Comp; Filter; Containers
JRS PHARMA LP,"PATTERSON, NY, US",APPROVED,Acceptable,QAGR-402002,54753,RPT-547107,10/7/2022,Supplier Quality Management,High,N/A,GM0100,Global,100045492,N/A,ES EXCPT,,N/A,N/A,NMARINOS,10/1/2021,GMP Chemicals
JRS PHARMA LP,"PIRNA, DE",APPROVED,Acceptable,QAGR-402002,62328,RPT-547107,10/7/2022,Supplier Quality Management,High,N/A,GM0100,Global,100045492,N/A,ES EXCPT,,N/A,N/A,GTORRE05,11/23/2021,GMP Chemicals
VETTER PHARMA INTERNATIONAL GMBH,NA,APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0300,Global,100045534,N/A,ES PSM,,N/A,N/A,JWALL01,10/16/2019,Devices
VETTER PHARMA INTERNATIONAL GMBH,"RAVENSBURG, DE",APPROVED,Acceptable,QAGR-402045,51823,RPT-548501,04/20/2022,Supplier Quality Management,High,N/A,GM0300,Global,100045534,N/A,ES PRIMARYCONTAINR,,N/A,N/A,GTORRE05,2/9/2022,Devices
